Test Case #,Scenario,Precondition,Test Data,Test steps,Expected Result,Labels,Priority,Automation Status,Countries applicable,Partners applicable,Automation mapped TC
TC011,Express pay Sale - Datman Partners - Webhook Payload Structure Validation with HMAC (Edining & Fastfood),"- Merchants: Datman Partners - Edining and Fastfood

- Valid Express Pay tokens available

- Webhook URL is configured

- HMAC validation enabled for both merchants

- ext_order_id_conversion_mapping table configured

- test_card_mappings configured with datman_cvv","- Execute two Express Pay transactions:

Transaction 1 - Edining:
- amount: 50.00 GBP
- Email - testing@datman.je
- Fetch CVV from test_card_mappings (datman_cvv)
- Partner: Edining

Transaction 2 - Fastfood:
- amount: 75.00 GBP
- Email - testing@datman.je
- Fetch CVV from test_card_mappings (datman_cvv)
- Partner: Fastfood

- api_key : (refer to QA team for Stage key)

- Webhook url: webhook_url","1. Fetch card details and CVV from test_card_mappings table for both transactions

2. Execute Edining Express Pay transaction and capture webhook payload

3. Execute Fastfood Express Pay transaction and capture webhook payload

4. For each webhook, verify the raw JSON payload is present and not encrypted

5. Compare payload structures across both partner transactions

6. Validate mandatory fields are present in all payloads

7. Verify HMAC signature is consistent across both transactions

8. Verify ext_order_id_conversion_mapping entries for both","1. Both API requests should return 200 response with Success message

2. Both webhooks contain raw JSON payloads (not encrypted)

3. Common mandatory fields present in BOTH webhook payloads:
   -> order_id: matches API order_id
   -> transaction_id: unique payment identifier
   -> amount: matches transaction amount (50.00 for Edining, 75.00 for Fastfood)
   -> currency: GBP
   -> status: 'success' or 'approved'
   -> psp_reference: gateway reference
   -> merchant_id: respective partner merchant ID
   -> timestamp: transaction timestamp

4. Express Pay specific fields in both payloads:
   -> transaction_method: 'express_pay' or method_id=4
   -> token_id: reference to used token
   -> card_brand: from token
   -> card_last_four: from token

5. HMAC signature present and valid for both transactions:
   -> Edining webhook: valid HMAC with Edining secret
   -> Fastfood webhook: valid HMAC with Fastfood secret

6. Payload is human-readable JSON format for both

7. Content-Type header is application/json for both webhooks

8. Verify payments table entries for both partners

9. Verify ext_order_id_conversion_mapping table:
   -> datman_order_ref mapped for both Edining and Fastfood transactions

10. Verify webhook_log table stores both payloads with corresponding HMAC signatures","datman_partners_express_pay;
webhook_hmac;
edining;
fastfood;
webhook_payload;
express_pay_adyen;",P1,Pending,"AU, UK, US",NA,NA
TC012,Express pay Sale - Datman Partners (Edining) - Multiple Order ID Consistency Validation with HMAC,"- Merchant should be Datman Partners - Edining

- Multiple saved card tokens available requiring 3DS

- HMAC secret key configured for Edining

- Database access for bulk query verification

- ext_order_id_conversion_mapping table configured

- test_card_mappings configured with datman_cvv","- Execute 3 separate Express Pay 3DS transactions for Edining:

Transaction 1: order_id=ORD-EDINING-001, amount=50.00 GBP
Transaction 2: order_id=ORD-EDINING-002, amount=75.00 GBP
Transaction 3: order_id=ORD-EDINING-003, amount=100.00 GBP

- Email - testing@datman.je

- Fetch CVV from test_card_mappings table (datman_cvv column) for each transaction

- api_key : (refer to QA team for Stage key)

- Webhook url: webhook_url

- Partner: Edining","1. Fetch card details and CVV from test_card_mappings table for all 3 transactions

2. Execute 3 Express Pay API requests with saved card tokens requiring 3DS with unique order_ids

3. Complete 3DS authentication for each transaction

4. Query payments database for all rows with order_ids: ORD-EDINING-001 through ORD-EDINING-003

5. For each order_id, verify exactly 2 rows exist (Express Pay + Saved Card 3DS)

6. For each order_id, verify the order_id values match between the two rows

7. Verify ext_order_id_conversion_mapping entries for all 3 transactions

8. Verify HMAC signatures in all 3 webhooks

9. Create a summary table showing order_id consistency across all transactions","1. All API requests should return 200 response with Success message

2. Database query returns exactly 6 rows (2 per transaction)

3. Order ID consistency verification table:

   | Order ID          | Row 1 Type   | Row 1 Order ID    | Row 2 Type       | Row 2 Order ID    | Match |
   |-------------------|--------------|-------------------|------------------|-------------------|-------|
   | ORD-EDINING-001   | Express Pay  | ORD-EDINING-001   | Saved Card 3DS   | ORD-EDINING-001   | Yes   |
   | ORD-EDINING-002   | Express Pay  | ORD-EDINING-002   | Saved Card 3DS   | ORD-EDINING-002   | Yes   |
   | ORD-EDINING-003   | Express Pay  | ORD-EDINING-003   | Saved Card 3DS   | ORD-EDINING-003   | Yes   |

4. All 3 transactions show:
   -> Exactly 2 rows per order_id
   -> Order ID consistency between Express Pay and Saved Card 3DS rows
   -> No cross-contamination of order_ids between transactions
   -> Proper chronological ordering (Express Pay before Saved Card 3DS)
   -> merchant_id matches Edining for all rows

5. Verify ext_order_id_conversion_mapping table:
   -> All 3 datman_order_ref values mapped correctly
   -> No duplicate or missing mappings

6. No order_id mismatches detected across all transactions

7. All 3 webhooks have valid HMAC signatures

8. Verify webhook_log table has 3 entries with HMAC signatures","datman_partners_express_pay;
webhook_hmac;
edining;
express_pay_3ds;
order_id_match;
multiple_transactions;
express_pay_adyen;",P1,Pending,"AU, UK, US",NA,NA
TC013,Express pay Sale - Datman Partners (Fastfood) - Multiple Order ID Consistency Validation with HMAC,"- Merchant should be Datman Partners - Fastfood

- Multiple saved card tokens available requiring 3DS

- HMAC secret key configured for Fastfood

- Database access for bulk query verification

- ext_order_id_conversion_mapping table configured

- test_card_mappings configured with datman_cvv","- Execute 3 separate Express Pay 3DS transactions for Fastfood:

Transaction 1: order_id=ORD-FASTFOOD-001, amount=60.00 GBP
Transaction 2: order_id=ORD-FASTFOOD-002, amount=80.00 GBP
Transaction 3: order_id=ORD-FASTFOOD-003, amount=110.00 GBP

- Email - testing@datman.je

- Fetch CVV from test_card_mappings table (datman_cvv column) for each transaction

- api_key : (refer to QA team for Stage key)

- Webhook url: webhook_url

- Partner: Fastfood","1. Fetch card details and CVV from test_card_mappings table for all 3 transactions

2. Execute 3 Express Pay API requests with saved card tokens requiring 3DS with unique order_ids

3. Complete 3DS authentication for each transaction

4. Query payments database for all rows with order_ids: ORD-FASTFOOD-001 through ORD-FASTFOOD-003

5. For each order_id, verify exactly 2 rows exist (Express Pay + Saved Card 3DS)

6. For each order_id, verify the order_id values match between the two rows

7. Verify ext_order_id_conversion_mapping entries for all 3 transactions

8. Verify HMAC signatures in all 3 webhooks

9. Create a summary table showing order_id consistency across all transactions","1. All API requests should return 200 response with Success message

2. Database query returns exactly 6 rows (2 per transaction)

3. Order ID consistency verification table:

   | Order ID           | Row 1 Type   | Row 1 Order ID     | Row 2 Type       | Row 2 Order ID     | Match |
   |--------------------|--------------|--------------------|-----------------|--------------------|-------|
   | ORD-FASTFOOD-001   | Express Pay  | ORD-FASTFOOD-001   | Saved Card 3DS   | ORD-FASTFOOD-001   | Yes   |
   | ORD-FASTFOOD-002   | Express Pay  | ORD-FASTFOOD-002   | Saved Card 3DS   | ORD-FASTFOOD-002   | Yes   |
   | ORD-FASTFOOD-003   | Express Pay  | ORD-FASTFOOD-003   | Saved Card 3DS   | ORD-FASTFOOD-003   | Yes   |

4. All 3 transactions show:
   -> Exactly 2 rows per order_id
   -> Order ID consistency between Express Pay and Saved Card 3DS rows
   -> No cross-contamination of order_ids between transactions
   -> Proper chronological ordering (Express Pay before Saved Card 3DS)
   -> merchant_id matches Fastfood for all rows

5. Verify ext_order_id_conversion_mapping table:
   -> All 3 datman_order_ref values mapped correctly
   -> No duplicate or missing mappings

6. No order_id mismatches detected across all transactions

7. All 3 webhooks have valid HMAC signatures

8. Verify webhook_log table has 3 entries with HMAC signatures","datman_partners_express_pay;
webhook_hmac;
fastfood;
express_pay_3ds;
order_id_match;
multiple_transactions;
express_pay_adyen;",P1,Pending,"AU, UK, US",NA,NA
TC014,Express Pay Sale – FASTFOOD Partner with Own Split Type Succeeds,"- Merchant pointed to Adyen
- Express Pay enabled
- FASTFOOD API key configured
- Provider-specific split type exists for FASTFOOD (id=102, 'Fastfood Delivery Fee', provider='FASTFOOD')
- Existing token for shopper_id
- Fetch card details from test_card_mappings table using datman_cvv column for FASTFOOD","- api_token: FASTFOOD_KEY
- Shopper: shopper_id=FASTFOOD_EP_001, email=fastfood_ep@datman.je
- Country: United Kingdom
- Currency: GBP
- Transaction amount: £100.00
- Card: Fetch from test_card_mappings for FASTFOOD
- split_fee: [{type_id: 102, partner_merchant_id: <fastfood_partner_merchant_id>, value_type: 'amount', value: 5.00}]
- redirect_url: https://merchant.example/success","1. Fetch card details from test_card_mappings table using datman_cvv column for FASTFOOD.
2. Launch Express Pay checkout for FASTFOOD partner with existing token.
3. Complete express pay flow with split_fee containing type_id 102.
4. Verify transaction approved.
5. Query payments table and verify transaction_status_id=1.
6. Query payments_split_commission table and verify split entry for type_id 102.","1. Express Pay sale with FASTFOOD-specific split type (type_id=102) succeeds.
2. Payment table: transaction_status_id=1, split_payment_flag=1, psp_reference populated.
3. payments_split_commission table contains:
   - commission_type_id = 102
   - commission_type = 'Fastfood Delivery Fee'
   - amount = 5.00
   - payment_id links to successful payment
4. Token used from master_token table.
5. Webhook delivered with payment_success status.",expresspay_partner_split;fastfood;split_commission,P1,Pending,"AU, UK, US",NA,NA
TC015,Express Pay Sale – EDININGEXPRESS Partner with Own Split Type Succeeds,"- Merchant pointed to Adyen
- Express Pay enabled
- EDININGEXPRESS API key configured
- Provider-specific split type exists for EDININGEXPRESS (id=104, 'Edining Delivery Fee', provider='EDININGEXPRESS')
- Existing token for shopper_id
- Fetch card details from test_card_mappings table using datman_cvv column for EDININGEXPRESS","- api_token: EDININGEXPRESS_KEY
- Shopper: shopper_id=EDINING_EP_001, email=edining_ep@datman.je
- Country: United Kingdom
- Currency: GBP
- Transaction amount: £100.00
- Card: Fetch from test_card_mappings for EDININGEXPRESS
- split_fee: [{type_id: 104, partner_merchant_id: <edining_partner_merchant_id>, value_type: 'amount', value: 7.50}]
- redirect_url: https://merchant.example/success","1. Fetch card details from test_card_mappings table using datman_cvv column for EDININGEXPRESS.
2. Launch Express Pay checkout for EDININGEXPRESS partner with existing token.
3. Complete express pay flow with split_fee containing type_id 104.
4. Verify transaction approved.
5. Query payments table and verify transaction_status_id=1.
6. Query payments_split_commission table and verify split entry for type_id 104.","1. Express Pay sale with EDININGEXPRESS-specific split type (type_id=104) succeeds.
2. Payment table: transaction_status_id=1, split_payment_flag=1, psp_reference populated.
3. payments_split_commission table contains:
   - commission_type_id = 104
   - commission_type = 'Edining Delivery Fee'
   - amount = 7.50
   - payment_id links to successful payment
4. Token used from master_token table.
5. Webhook delivered with payment_success status.",expresspay_partner_split;edining;split_commission,P1,Pending,"AU, UK, US",NA,NA
TC016,Express Pay Sale – Mixed Valid and Invalid Split Types Rejected,"- Merchant pointed to Adyen
- Express Pay enabled
- FASTFOOD API key configured
- Global split type (id=3) available
- EDININGEXPRESS-specific type (id=104) NOT available to FASTFOOD
- Existing token for shopper_id","- api_token: FASTFOOD_KEY
- Shopper: shopper_id=FASTFOOD_EP_005
- Country: United Kingdom
- Currency: GBP
- Transaction amount: £100.00
- split_fee: [
    {type_id: 3, partner_merchant_id: <partner_1>, value_type: 'amount', value: 5.00},
    {type_id: 104, partner_merchant_id: <partner_2>, value_type: 'amount', value: 3.00}
  ]
- redirect_url: https://merchant.example/success","1. Launch Express Pay checkout for FASTFOOD partner.
2. Attempt express pay with split_fee containing type_id 3 (valid) and type_id 104 (invalid for FASTFOOD).
3. Verify transaction is rejected before authorization.","1. Express Pay sale for FASTFOOD with mixed valid/invalid split types is rejected.
2. API responds with 400 Bad Request: 'Invalid type_id 104 for provider FASTFOOD'.
3. No payments_split_commission records created (even for valid type_id 3).
4. No payment record created.
5. All split types must be valid for transaction to proceed.",expresspay_partner_split;fastfood;mixed_negative,P0,Pending,"AU, UK, US",NA,NA
TC017,Express Pay sale - Different provider Master_token,"Merchant pointed to Adyen Customer do not have Adyen token, use either, CS-CH or Checkout token                                     Process a Express pay sale& Verify the Payment","FH Key, Valid Payload",1. Hit express pay API with Non-Adyen token for an Austrailan Merchant and validate the URL in the response,"1. User would be seeing a new card page URL coming in the respose as AU only has Adyen. Use a Non-Amex card and complete the transaction                              2. Verify if the hosted form has the month column with data as(Front of card, written in MM/YY) & Security code has infromation as (Back of card, 3 digits). check if the white labeling information is not ruled out and is coming as expected
CVV is hidden by default and only becomes visible after the eye icon is toggled.  3. Process the sale and complete the transaction.",Express-Card form UI,P3,Pending,"AU, UK, US",NA,NA
TC018,Express Pay sale - Different provider Master_token,"Merchant pointed to Adyen Customer do not have Adyen token, use either, CS-CH or Checkout token                                     Process a Express pay sale& Verify the Payment","FH Key, Valid Payload",1. Hit express pay API with Non-Adyen token for an Austrailan Merchant and validate the URL in the response,"1. User would be seeing a new card page URL coming in the respose as AU only has Adyen. Use a Amex card to complete the transaction                                2. Verify if the hosted form has the month column with data as(Front of card, written in MM/YY) & Security code has infromation as (Front of card, 4 digits). check if the white labeling information is not ruled out and is coming as expected
CVV is hidden by default and only becomes visible after the eye icon is toggled.  3. Process the sale and complete the transaction.",Express-Card form UI,P3,Pending,"AU, UK, US",NA,NA
TC019,Saved Card - New UI Validation (FH & Partner Merchants),"- Merchant should be pointed to Adyen

- A valid token (preferably Adyen token or if Token precedency is being used - Valid other PSP token should be available for the customer id used)

- A valid registered customer_id in our system having token saved should be used in payload","Test Scenarios:
Scenario A - View Saved Card
With the valid master_token created through New card sale


Scenario B

Different tokens through Saved card","Scenario A - View Saved Card & Add New Card:
1. Launch Adyen UK checkout with shopper_id=NC002_shopper and include token parameter in payload.
2. Verify Adyen checkout displays saved card(s) - Mastercard ending 4444 should be visible.


Scenario B - Multiple Saved Cards Validation through Saved card

1) Visa card
2) Master Card
3) Maestro
4) Discover
5) eftpos_australia


Scenario C - Amex card Validation through Saved card

Amex Card","Scenario A - View Saved Card
1. Adyen checkout loads with saved card section visible.
2. Saved card display shows:
   - Card network icon (Mastercard)
   - Masked card number: 'Mastercard •••• 4444'
   - CVV option should be see as Back of card, 3 digits

   - Process the right CVV and click on pay
3. Payment completes successfully 
4. Payment table entry:
   - transaction_status_id: 1 (OK)
   - last_4_digit: '4444' (Express pay )
   - psp_reference: populated
   - shopper_id: Passed in the Payload
   - gross: 200.00
5. Gateway_request_log captures saved card authorization 
6. PSP dashboard shows transaction with Express pay 
7. Webhook delivered with transaction details including new card last 4 digits.

Scenario B - Multiple Saved Cards Display:
1. Checkout displays all the saved cards in a list
as per the token used, with CVV option should be see as Back of card, 3 digits for Visa, Master card, Maestro, Discover, eftpos_australia

 2. Success the sale and user should be seeing the payment page is passed to Success URL passed in the payload.

3. Validate the DB to see the 

Payment table entry:
   - transaction_status_id: 1 (OK)
   - last_4_digit: 'As per the token passed in the payload ' (Express pay )
   - psp_reference: populated
   - shopper_id: Passed in the Payload
   - gross: 200.00

Scenario C:

Pass a Amex card Master token in payload and last 4 digits of the card used.

Validate the UI with CVV with 4 digits in the front of the card for amex card token

Payment table entry:
   - transaction_status_id: 1 (OK)
   - last_4_digit: 'As per the token passed in the payload ' (Express pay )
   - psp_reference: populated
   - shopper_id: Passed in the Payload
   - gross: 200.00

Complete the sale and Validate the DB for 

Payment table entry:
   - transaction_status_id: 1 (OK)
   - last_4_digit: 'As per the token passed in the payload ' (Express pay )
   - psp_reference: populated
   - shopper_id: Passed in the Payload
   - gross: 200.00",saved_card_flow_New_UI,P2,Pending,"AU, UK, US",NA,NA
TC020,Express pay Sale - Express Pay 3DS New UI Validation (FH & Partner Merchants),"Merchant should be adyen

Valid Express Pay token exists requiring 3DS

3DS is enabled for saved card transactions

Database access available","Refer Apidog documentation for Express pay payload

 Pass valid amount within express pay limit: 175.00 GBP

 Email - testing@datman.je

 Fetch CVV for the card used for the token

 api_key : (refer to QA team for Stage key)

 Webhook url: webhook_url

 customer_id: Valid customer with token requiring 3DS

 Token: Valid master_token with three_ds_status=0","1. Fetch card details and CVV from the Card Used for Tokenising

2. Process Express Pay API request with saved card token that will trigger 3DS Validate the Saved card UI

3. Hit the API request with valid api_key and specified order_id

4. Observe the 3DS challenge being triggered

5. Complete the 3DS challenge authentication

6. Wait for transaction completion and webhook dispatch

7. Query the payments table for entries with the order_id

8. Verify two rows exist: one for Express Pay (first row) and one for Saved Card 3DS (second row)

9. Compare the order_id values in both rows - they MUST match","1. API should return 200 response and transaction  navigats to the 3ds page, and user should see the CVV option should be see as Back of card, 3 digits & completes successfully after 3DS authentication


2. Database payments table contains TWO rows for this transaction:

   Row 1 (Express Pay Entry - First Row):
   -> order_id:  (matches API order_id)
   -> transaction_type: 'express_pay' or transaction_method_id=4
   -> transaction_status_id: 1 (success) or pending status
   -> amount: 175.00
   -> currency: GBP
   -> merchant_id: Merchant passed in Payload
   -> created_at: timestamp of initial request
   -> This row represents the initial Express Pay authorization attempt

   Row 2 (Saved Card 3DS Success Entry - Second Row):
   -> order_id: Passed in the payload
   -> transaction_type: 'saved_card_3ds' or transaction_method_id indicating Saved Card 3DS
   -> transaction_status_id: 1 (success)
   -> amount: 175.00
   -> currency: GBP
   -> merchant_id: Passed in the payload
   -> psp_reference: gateway reference from 3DS completion
   -> three_ds_status: 1 (authenticated)
   -> created_at: timestamp after 3DS completion
   -> This row represents the final successful 3DS authenticated transaction

3. Verify webhook_log and adyen_webhook_notification_log entries are created correctly","datman_partners_express_pay;
webhook_hmac;
fastfood;
express_pay_3ds;
order_id_match;
express_pay_adyen;",P0,Pending,"AU, UK, US",NA,NA
TC021,Express pay Sale - AMEX Express Pay 3DS New UI Validation (FH & Partner Merchants),"Merchant should be adyen

Valid Express Pay token exists requiring 3DS from a Amex card

3DS is enabled for saved card transactions

Database access available","Refer Apidog documentation for Express pay payload

 Pass valid amount within express pay limit: 175.00 GBP

 Email - testing@datman.je

 Fetch CVV for the card used for the token

 api_key : (refer to QA team for Stage key)

 Webhook url: webhook_url

 customer_id: Valid customer with token requiring 3DS

 Token: Valid master_token with three_ds_status=0","1. Fetch card details and CVV from the Card Used for Tokenising

2. Process Express Pay API request with saved card token that will trigger 3DS Validate the Saved card UI

3. Hit the API request with valid api_key and specified order_id

4. Observe the 3DS challenge being triggered

5. Complete the 3DS challenge authentication

6. Wait for transaction completion and webhook dispatch

7. Query the payments table for entries with the order_id

8. Verify two rows exist: one for Express Pay (first row) and one for Saved Card 3DS (second row)

9. Compare the order_id values in both rows - they MUST match","1. API should return 200 response and transaction  navigats to the 3ds page, and user should see the CVV option should be see as Front of the card, 4 digits & completes successfully after 3DS authentication


2. Database payments table contains TWO rows for this transaction:

   Row 1 (Express Pay Entry - First Row):
   -> order_id:  (matches API order_id)
   -> transaction_type: 'express_pay' or transaction_method_id=4
   -> transaction_status_id: 1 (success) or pending status
   -> amount: 175.00
   -> currency: GBP
   -> merchant_id: Merchant passed in Payload
   -> created_at: timestamp of initial request
   -> This row represents the initial Express Pay authorization attempt

   Row 2 (Saved Card 3DS Success Entry - Second Row):
   -> order_id: Passed in the payload
   -> transaction_type: 'saved_card_3ds' or transaction_method_id indicating Saved Card 3DS
   -> transaction_status_id: 1 (success)
   -> amount: 175.00
   -> currency: GBP
   -> merchant_id: Passed in the payload
   -> psp_reference: gateway reference from 3DS completion
   -> three_ds_status: 1 (authenticated)
   -> created_at: timestamp after 3DS completion
   -> This row represents the final successful 3DS authenticated transaction

3. Verify webhook_log and adyen_webhook_notification_log entries are created correctly","datman_partners_express_pay;
webhook_hmac;
fastfood;
express_pay_3ds;
order_id_match;
express_pay_adyen;",P0,Pending,"AU, UK, US",NA,NA
TC022,Express pay Sale - 3ds Collection sale with address values (FH & Partners),"Merchant pointed to Adyen

Valid Adyen token available for customer_id

Collection sale enabled for merchant

Valid Express Pay token exists requiring 3DS

3DS is enabled for saved card transactions","- Email - testing@datman.je

- CVV: 737

- api_key : (refer to QA team)

- Webhook url: webhook_url

- Pass ""sending"" value as ""collection""

- Include address, avs, AddressOnFile objects:
""address"": {""house_number"": ""123"",""flat"": ""A"",""address1"": ""Test Street"",""address2"": ""Test Area"",""postcode"": ""AB12 3CD""},
""avs"": {""house_number"": ""123"",""postcode"": ""AB12 3CD""},
""AddressOnFile"": [{""AvsHouseNumber"": ""123"",""AvsPostcode"": ""AB12 3CD""}]","1. Process API request with all mandatory fields

2. Pass ""sending"" value as ""collection"" (for pickup)

3. Include address values in payload

4. Hit API request

5. Observe the 3DS challenge being triggered

6. Complete the 3DS challenge authentication","1. API should return 200 response and transaction  navigats to the 3ds page, and user should see the CVV option should be see as Back of card, 3 digits & completes successfully after 3DS authentication


2. Database payments table contains TWO rows for this transaction:

   Row 1 (Express Pay Entry - First Row):
   -> order_id:  (matches API order_id)
   -> transaction_type: 'express_pay' or transaction_method_id=4
   -> transaction_status_id: 1 (success) or pending status
   -> amount: 175.00
   -> currency: GBP
   -> merchant_id: Merchant passed in Payload
   -> created_at: timestamp of initial request
   -> This row represents the initial Express Pay authorization attempt

   Row 2 (Saved Card 3DS Success Entry - Second Row):
   -> order_id: Passed in the payload
   -> transaction_type: 'saved_card_3ds' or transaction_method_id indicating Saved Card 3DS
   -> transaction_status_id: 1 (success)
   -> amount: 175.00
   -> currency: GBP
   -> merchant_id: Passed in the payload
   -> psp_reference: gateway reference from 3DS completion
   -> three_ds_status: 1 (authenticated)
   -> created_at: timestamp after 3DS completion
   -> This row represents the final successful 3DS authenticated transaction

3. Verify webhook_log and adyen_webhook_notification_log entries are created correctly","express_checkout_collection;
express_checkout_adyen;
collection_with_address;
",P2,Pending,"AU, UK, US",NA,NA
